distance	Occurance
4089	1
18424	1
19736	1
42454	1
30730	1
1512	1
1046	1
1295	1
4823	1
94780	1
107762	1
11763	1
1234	1
111886	1
505	1
3906	1
2649	1
3999	1
5682	1
49402	1
10103	1
861	1
52105	1
31586	1
12195	1
15645	1
3095	1
131068	1
8659	1
83136	1
55683	1
1563	1
62956	1
49046	1
102921	1
1733	1
55438	1
77180	1
537	1
21634	1
218766	1
2491	1
29848	1
15991	1
20693	1
5063	1
291314	1
81246	1
12596	1
922	1
4168	1
582	1
23925	1
4200	1
3579	1
8977	1
4244	1
215243	1
3322	1
9591	1
434	1
585	1
213278	1
10676	1
3151	1
9238	1
4194	1
1186	1
45422	1
16661	1
6971	1
542	1
12150	1
37244	1
6439	1
49723	1
17157	1
8836	1
17400	1
190999	1
24288	1
909	1
90181	1
3329	1
15951	1
21717	1
7756	1
2313	1
5837	1
107404	1
12374	1
178896	1
189204	1
53996	1
270979	1
5906	1
33317	1
4802	1
1620	1
863	1
141760	1
1627	1
3358	1
3138	1
71468	1
11995	1
76693	1
161302	1
10515	1
34934	1
37000	1
26345	1
38489	1
10711	1
1641	1
37451	1
6026	1
327632	1
770	1
17212	1
12247	1
2357	1
51932	1
4079	1
14143	1
27178	1
441658	1
38312	1
155569	1
83017	1
29151	1
25229	1
31531	1
2561	1
4959	1
86778	1
50930	1
201444	1
72057	1
18719	1
79733	1
6771	1
32532	1
4152	1
27279	1
1144	1
43148	1
3224	1
433	1
51948	1
79550	1
6387	1
486	1
27019	1
84804	1
25042	1
1183	1
11918	1
84504	1
27716	1
112353	1
49684	1
2069	1
39548	1
926	1
28452	1
6530	1
43743	1
2072	1
44162	1
22057	1
45006	1
10366	1
10433	1
1559	1
5681	1
329938	1
717	1
26620	1
1341	1
59221	1
3543	1
77650	1
26839	1
3635	1
4927	1
56956	1
14053	1
39706	1
69831	1
2721	1
8956	1
39293	1
16106	1
12833	1
1456	1
4731	1
515	1
2417	1
294	1
3714	1
1782	1
38366	1
22181	1
20614	1
11134	1
46764	1
15589	1
19780	1
20795	1
20004	1
21248	1
45030	1
46101	1
6923	1
2224	1
23455	1
1367	1
36998	1
72132	1
1949	1
116965	1
32531	1
375	1
3012	1
14723	1
4419	1
217	1
9210	1
10824	1
143077	1
92306	1
490	1
13844	1
29684	1
226908	1
12197	1
21264	1
40489	1
520	1
17934	1
1672	1
43682	1
3414	1
43562	1
63787	1
49207	1
36926	1
7266	1
3915	1
102799	1
16048	1
48623	1
446	1
143923	1
633	1
3303	1
4733	1
9437	1
3886	1
2379	1
75413	1
1505	1
13787	1
90727	1
12610	1
24774	1
26290	1
23504	1
9904	1
839	1
46560	1
12517	1
3705	1
21246	1
54662	1
29348	1
20295	1
1771	1
3848	1
222	1
286	1
44365	1
44263	1
321300	1
329080	1
219986	1
282331	1
219426	1
43899	1
242999	1
220334	1
240721	1
61418	1
220013	1
247596	1
20246	1
206730	1
129627	1
62020	1
220022	1
15964	1
266463	1
289	1
277732	1
723	1
590	1
19275	1
120144	1
1045	1
812	1
339	1
111	1
72102	1
8192	1
4019	1
539	1
6569	1
438	1
11064	1
518	1
510	1
769	1
766	1
7538	1
719	1
635	1
72106	1
48597	1
7301	1
462	1
29023	1
24106	1
511	1
851	1
262	1
10124	1
25973	1
513	1
10232	1
7028	1
593	1
13565	1
5511	1
5120	1
5458	1
231	1
4898	1
8418	1
785	1
71960	1
5564	1
5457	1
24003	1
13333	1
71947	1
1272	1
66285	1
72463	1
15755	1
72104	1
72025	1
72124	1
72588	1
140574	1
741	1
649	1
885	1
5751	1
5759	1
388	1
19439	1
4583	1
1259	1
3904	1
1439	1
4287	1
1801	1
66214	1
66082	1
3468	1
3696	1
259	1
340	1
528	1
158	1
488	1
422	1
10257	1
1049	1
1236	1
5024	1
12703	1
6860	1
7359	1
7368	1
958	1
8549	1
10793	1
2156	1
1645	1
74413	1
