"DGCR2"	"HYAL2"	+
"MPP5"	"HYAL2"	-
"CLASP1"	"HYAL2"	-
"PTPN23"	"HYAL2"	+
"MCAM"	"HYAL2"	+
"TM9SF3"	"HYAL2"	-
"POLD3"	"HYAL2"	-
"XRCC5"	"HYAL2"	-
"CDC14A"	"HYAL2"	-
"HSP90AA1"	"HYAL2"	-
"ME2"	"HYAL2"	-
"ITGB5"	"HYAL2"	+
"ULK2"	"HYAL2"	-
"ZNF446"	"HYAL2"	+
"FAT1"	"HYAL2"	-
"MYNN"	"HYAL2"	-
"CETP"	"HYAL2"	+
"NSFL1C"	"HYAL2"	+
"NUCKS1"	"COASY"	-
"DGCR2"	"COASY"	+
"MPP5"	"COASY"	-
"FRYL"	"COASY"	-
"TMEM131"	"COASY"	-
"PTPN23"	"COASY"	+
"TM9SF3"	"COASY"	-
"POLD3"	"COASY"	-
"MYNN"	"COASY"	-
"NSFL1C"	"COASY"	+
"NUCKS1"	"IP6K2"	-
"PVR"	"IP6K2"	-
"CLASP1"	"IP6K2"	-
"FRYL"	"IP6K2"	-
"TMEM131"	"IP6K2"	-
"PTPN23"	"IP6K2"	+
"TM9SF3"	"IP6K2"	-
"POLD3"	"IP6K2"	-
"FAT1"	"IP6K2"	-
"MYNN"	"IP6K2"	-
"PREP"	"IP6K2"	-
"NUCKS1"	"IFT80"	+
"BCL3"	"IFT80"	-
"DGCR2"	"IFT80"	-
"ST6GALNAC1"	"IFT80"	-
"FRYL"	"IFT80"	+
"PTPN23"	"IFT80"	-
"MYNN"	"IFT80"	+
"NSFL1C"	"IFT80"	-
"ASIC4"	"MAST4"	-
"TMEM131"	"MAST4"	+
"NSFL1C"	"MAST4"	-
"DGCR2"	"NUCKS1"	-
"MPP5"	"NUCKS1"	+
"CLASP1"	"NUCKS1"	+
"LRCH4"	"NUCKS1"	-
"POLD3"	"NUCKS1"	+
"ME2"	"NUCKS1"	+
"ZNF446"	"NUCKS1"	-
"MYNN"	"NUCKS1"	+
"MPP5"	"BCL3"	-
"FRYL"	"BCL3"	-
"PTPN23"	"BCL3"	+
"TM9SF3"	"BCL3"	-
"ULK2"	"BCL3"	-
"CPNE3"	"BCL3"	-
"NSFL1C"	"BCL3"	+
"ADGRL1"	"DGCR2"	+
"CLASP1"	"DGCR2"	-
"FRYL"	"DGCR2"	-
"PTPN23"	"DGCR2"	+
"RABL2B"	"DGCR2"	+
"ME2"	"DGCR2"	-
"ITGB5"	"DGCR2"	+
"ZNF446"	"DGCR2"	+
"MYNN"	"DGCR2"	-
"NSFL1C"	"DGCR2"	+
"GSDMB"	"ZXDC"	+
"CLASP1"	"ZXDC"	+
"ADGRL1"	"ST6GALNAC1"	-
"PVR"	"ST6GALNAC1"	-
"ENO1"	"ST6GALNAC1"	-
"POLD3"	"ST6GALNAC1"	-
"PTPN23"	"ADGRL1"	+
"TM9SF3"	"ADGRL1"	-
"MPP5"	"ASIC4"	-
"GSDMB"	"ASIC4"	+
"CLASP1"	"ASIC4"	-
"FRYL"	"ASIC4"	-
"TMEM131"	"ASIC4"	-
"TM9SF3"	"ASIC4"	-
"XRCC5"	"ASIC4"	-
"MYNN"	"ASIC4"	-
"CPNE3"	"ASIC4"	-
"GSDMB"	"MPP5"	-
"CLASP1"	"MPP5"	+
"TMEM131"	"MPP5"	+
"XRCC5"	"MPP5"	+
"ZNF446"	"MPP5"	-
"MYNN"	"MPP5"	+
"CPNE3"	"MPP5"	+
"PPP1R15A"	"MPP5"	-
"NSFL1C"	"MPP5"	-
"POLD3"	"HMMR"	+
"XRCC5"	"HMMR"	+
"RABL2B"	"PVR"	-
"HSP90AA1"	"PVR"	+
"POLD3"	"MCM2"	+
"XRCC5"	"MCM2"	+
"NSFL1C"	"MCM2"	+
"XRCC5"	"GSDMB"	-
"CETP"	"GSDMB"	+
"DOCK3"	"GSDMB"	+
"FOSL2"	"CLASP1"	+
"FRYL"	"CLASP1"	+
"TMEM131"	"CLASP1"	+
"TM9SF3"	"CLASP1"	+
"POLD3"	"CLASP1"	+
"XRCC5"	"CLASP1"	+
"CDC14A"	"CLASP1"	+
"ULK2"	"CLASP1"	+
"MYNN"	"CLASP1"	+
"CPNE3"	"CLASP1"	+
"NSFL1C"	"CLASP1"	-
"PTPN23"	"IPCEF1"	-
"HSP90AA1"	"ENO1"	+
"NSFL1C"	"ENO1"	+
