nearestTranscript	Occurance
uc002aqj.3	1
uc001cgy.3	1
uc003gtf.3	1
uc009zyj.1	1
uc010rso.2	1
uc001goz.3	1
uc001dnj.3	1
uc021pkr.1	1
uc010rqk.2	1
uc001str.4	1
uc003qpy.3	1
uc002liu.1	1
uc002jpv.3	1
uc003str.3	1
uc001bfs.4	1
uc003qwr.2	1
uc003fxr.3	1
uc010acp.2	1
uc002gzj.1	1
uc001tni.3	1
uc003zds.1	1
uc001ksz.2	1
uc031pli.1	1
uc004bsd.1	1
uc001cxy.3	1
uc003laj.2	1
uc003sou.3	1
uc001knd.1	1
uc011edp.2	1
uc010cxi.3	1
uc031ptl.1	1
uc002ipa.3	1
uc009zsv.3	1
uc011cek.2	1
uc002mhi.1	1
uc001ack.2	1
uc010ywi.1	1
uc010hpe.2	1
uc001oye.2	1
uc003ndm.2	1
uc002tel.3	1
uc003myy.1	1
uc002kac.1	1
uc003yjn.2	1
uc003zab.1	1
uc001gfr.1	1
uc001fbs.3	1
uc003oce.3	1
uc001pvn.3	1
uc002uvg.4	1
uc011ksr.1	1
uc003fau.3	1
uc001irc.3	1
uc003ecx.1	1
uc002wzm.4	1
uc003xqx.4	1
uc011lhe.1	1
uc002uae.1	1
uc010hnb.3	1
uc003hvq.3	1
uc021ygo.1	1
uc002rnv.1	1
uc011myr.2	1
uc003smx.3	1
uc021qaw.1	1
uc021uuu.1	1
uc001tjm.2	1
uc010zqy.2	1
uc002hux.2	1
uc001uxt.3	1
uc003lwa.1	1
uc003yug.2	1
uc003ukr.3	1
uc002iix.3	1
uc003nqd.2	1
uc001vey.3	1
uc003ygm.3	1
uc021oyk.1	1
uc002hct.1	1
uc003yop.3	1
uc002nzb.4	1
uc010olw.2	1
uc001mdg.2	1
uc003udq.3	1
uc010fwy.2	1
uc003ldo.3	1
uc002ozc.4	1
uc002kev.4	1
uc001ivk.3	1
uc001ndf.4	1
uc001nrv.3	1
uc002xtg.3	1
uc003kqj.4	1
uc003fjg.3	1
uc010ghi.3	1
uc001tay.3	1
uc003fgl.2	1
uc001tck.3	1
uc003hyx.3	1
uc031qxs.1	1
uc011cql.1	1
uc002ggd.2	1
uc003cfn.3	1
uc001ppr.3	1
uc021txz.1	1
uc001tpd.2	1
uc010kar.3	1
uc003ahb.3	1
uc001cwm.2	1
uc003fgi.3	1
uc003xtt.3	1
uc002jts.4	1
uc021qdx.1	1
uc003yrz.2	1
uc001qeo.2	1
uc002wty.3	1
uc001vtz.3	1
uc001usu.3	1
uc001nke.3	1
uc001apa.1	1
uc001hvd.3	1
uc002btn.3	1
uc003yvt.3	1
uc001jzk.3	1
uc003omr.1	1
uc010qju.2	1
uc003yph.2	1
uc021xvx.1	1
uc021pyf.1	1
uc009xaw.1	1
uc009ywl.1	1
uc003ywy.3	1
uc010zlh.2	1
uc001mvp.2	1
uc003wii.2	1
uc003kol.3	1
uc002esa.3	1
uc002jqc.3	1
uc001qmo.3	1
uc003fll.3	1
uc002zwt.3	1
uc010umo.1	1
uc003krk.3	1
uc009ynk.3	1
uc001rsh.4	1
uc001ljp.3	1
uc003gti.3	1
uc002glg.1	1
uc001tns.4	1
uc001tpg.2	1
uc010oae.2	1
uc002zna.4	1
uc001ilp.4	1
uc003evm.3	1
uc001vhq.1	1
uc002gqw.2	1
uc003inm.4	1
uc010xxe.2	1
uc001twh.3	1
uc021sqy.1	1
uc021qcl.1	1
uc001jsn.3	1
uc003sut.3	1
uc002cjr.3	1
uc003nzr.3	1
uc003edv.3	1
uc001hpt.2	1
uc001jxi.3	1
uc021tns.1	1
uc002cvv.3	1
uc002gmx.3	1
uc010wes.2	1
uc003jhu.3	1
uc002fdr.3	1
uc001gwo.1	1
uc010imk.3	1
uc021uwq.1	1
uc003oai.1	1
uc001mnl.1	1
uc001kah.1	1
uc003sox.2	1
uc003ixm.3	1
uc010gip.1	1
uc001bof.2	1
uc021vse.1	1
uc010yod.3	1
uc001hzh.3	1
uc002uxw.1	1
uc002ayl.4	1
uc003kfn.3	1
uc002emg.3	1
uc003twa.4	1
uc001qbc.3	1
uc003bfh.1	1
uc002kme.2	1
uc010cxb.3	1
uc003zbs.2	1
uc011dcj.2	1
uc010jjm.3	1
uc002dcj.3	1
uc001xrn.3	1
uc001qej.2	1
uc003tbd.3	1
uc002agx.3	1
uc003gpm.4	1
uc021qnp.1	1
uc001pgg.2	1
uc003wpw.4	1
uc001moz.1	1
uc001kmq.3	1
uc021ucl.1	1
uc002sgs.4	1
uc002gry.4	1
uc002vom.2	1
uc002jja.3	1
uc003ehs.4	1
uc002nia.2	1
uc003qpv.3	1
uc001xbz.2	1
uc031pqr.1	1
uc001tfa.1	1
uc002cgh.3	1
uc003lwu.2	1
uc002mkd.3	1
uc010hmw.4	1
uc003heh.3	1
uc002lpk.1	1
uc011afn.2	1
uc002izh.1	1
uc003szt.3	1
uc003alt.3	1
uc001llm.3	1
uc001bod.4	1
uc002ydm.3	1
uc002rrk.4	1
uc003ecs.3	1
uc010uxg.2	1
uc010rqz.2	1
uc003tob.3	1
uc010wtn.2	1
uc010uii.2	1
uc003bcl.3	1
uc003dap.3	1
uc002qzh.2	1
uc001pgm.3	1
uc003avu.3	1
uc001lde.1	1
uc003ntk.1	1
uc003tak.3	1
uc004bks.1	1
uc001avz.3	1
uc002asr.3	1
uc003ydk.2	1
uc010pki.2	1
uc002vmn.2	1
uc011kwb.1	1
uc011kwa.2	1
uc002qlq.3	1
uc003jdx.1	1
uc001iwg.2	1
uc004buz.4	1
uc001ilb.3	1
uc002bgq.2	1
uc002ryo.3	1
uc003kzv.1	1
uc003xgz.2	1
uc010xuh.2	1
uc003iiw.4	1
uc011kiw.2	1
uc010xaq.2	1
uc002eop.2	1
uc001gfc.4	1
uc021uxk.1	1
uc001zng.2	1
uc011lon.2	1
uc002cye.2	1
uc002yfr.2	1
uc002cnr.3	1
uc002iqf.4	1
uc010ppt.3	1
uc003yae.3	1
uc003ims.3	1
uc003xct.2	1
uc002abi.3	1
uc003hqp.2	1
uc001svx.3	1
uc004bfu.3	1
uc004bas.3	1
uc003div.3	1
uc009zpj.4	1
uc003bdk.3	1
uc001gbu.3	1
uc003uys.4	1
uc009xwj.3	1
uc002moj.2	1
uc002amz.1	1
uc002bay.1	1
uc001xwv.4	1
uc003pbw.2	1
uc002suq.3	1
uc001enr.3	1
uc003npg.1	1
uc003cmi.2	1
uc003djc.1	1
uc003zew.4	1
uc002phh.4	1
uc002hih.4	1
uc001yrd.2	1
uc002oth.1	1
uc002ypa.3	1
uc010cbi.2	1
uc003nea.3	1
uc002gfr.3	1
uc002ujz.4	1
uc001nef.2	1
uc003lzm.4	1
uc010dhf.1	1
uc002vsb.4	1
uc003jvc.3	1
uc001xrd.1	1
uc021uwk.1	1
uc001fng.2	1
uc010yrd.2	1
uc001zrh.3	1
uc002rew.3	1
uc003ehv.4	1
uc010fpi.1	1
uc003mmj.3	1
uc003yzl.1	1
uc002gfm.4	1
uc001mtx.3	1
uc004bvt.4	1
uc010rog.2	1
uc001rql.3	1
uc002vlr.3	1
uc003nrm.3	1
uc001fmh.2	1
uc011dni.3	1
uc001urv.4	1
uc001rpb.3	1
uc003bfi.3	1
uc002qku.3	1
uc001znc.3	1
uc001hhq.2	1
uc009zfu.2	1
uc003aty.3	1
uc001svv.3	1
uc003xeu.3	1
uc001rxl.3	1
uc010smz.2	1
uc001hxq.3	1
uc001ijm.3	1
uc021ong.1	1
uc002qnf.3	1
uc010etl.3	1
uc003atk.1	1
uc001dbf.3	1
uc009wak.1	1
uc010vwd.2	1
uc001iml.2	1
uc001pgt.3	1
uc001fpr.3	1
uc011awo.2	1
uc003pwq.1	1
uc003wsh.4	1
uc001eyv.3	1
uc002dyy.3	1
uc001ohr.3	1
uc011bou.2	1
uc022ary.1	1
uc010stl.1	1
uc021xkn.1	1
uc002kgh.3	1
uc011bkk.1	1
uc011egy.2	1
uc001xjv.4	1
uc003bao.1	1
uc003ikc.3	1
uc003pgv.4	1
uc011dyn.1	1
uc002tjr.5	1
uc002jeb.3	1
uc003tlw.3	1
uc004cik.3	1
uc001qhd.1	1
uc001pwu.1	1
uc002lbm.3	1
uc003nkh.3	1
uc001gcc.2	1
uc002cmg.3	1
uc009wgj.1	1
uc003nxk.2	1
uc011kfx.2	1
uc002xna.2	1
uc003spf.3	1
uc021vus.1	1
uc002ktp.3	1
uc021uoz.1	1
uc002fbk.2	1
uc031rvu.1	1
uc001rhp.2	1
uc002zgl.3	1
uc003skj.4	1
uc010xph.2	1
uc021vzo.1	1
uc002kcc.1	1
uc001lmb.1	1
uc001lma.1	1
uc003doo.3	1
uc001dyk.3	1
uc010ovu.1	1
uc001oyj.3	1
uc003fjz.3	1
uc002vsm.4	1
uc022azj.1	1
